,title,production_budget,worldwide_gross,profit,profit_ratio,success,release_month,genres,averagerating
1837,Compadres,3000000,7445044,4445044,1.4816813333333334,False,4,"['Action', 'Comedy', 'Crime']",4.7
2145,Compliance,270000,830700,560700,2.0766666666666667,True,8,"['Biography', 'Crime', 'Drama']",6.4
329,Conan the Barbarian,90000000,63356133,-26643867,-0.2960429666666667,False,8,"['Action', 'Adventure', 'Fantasy']",5.2
744,Concussion,35000000,50363790,15363790,0.43896542857142856,False,12,['Drama'],5.7
364,Conspiracy Theory,80000000,142783718,62783718,0.784796475,False,1,"['Horror', 'Thriller']",5.8
460,Contagion,60000000,137551594,77551594,1.2925265666666668,False,9,"['Action', 'Drama', 'Thriller']",6.6
942,Contraband,25000000,98406855,73406855,2.9362742,True,1,"['Action', 'Crime', 'Drama']",6.5
1344,Conviction,12500000,11826980,-673020,-0.0538416,False,10,['Drama'],7.0
1722,Cop Car,5000000,143658,-4856342,-0.9712684,False,8,"['Crime', 'Thriller']",6.3
712,Cop Out,37000000,55909910,18909910,0.5110786486486486,False,2,"['Action', 'Comedy', 'Crime']",5.6
1095,Copycat,20000000,32051917,12051917,0.60259585,False,3,['Comedy'],5.1
1495,Coriolanus,10000000,2179623,-7820377,-0.7820377,False,1,"['Drama', 'History', 'War']",8.7
2205,Counting,50000,8374,-41626,-0.83252,False,7,['Documentary'],6.0
1264,Country Strong,15000000,20601987,5601987,0.3734658,False,12,"['Drama', 'Music']",6.3
1903,Courageous,2000000,35185884,33185884,16.592942,True,9,['Drama'],7.0
1220,Crawl,17000000,0,-17000000,-1.0,False,10,['Drama'],6.0
811,Crazy Rich Asians,30000000,238099711,208099711,6.936657033333334,True,8,"['Comedy', 'Romance']",7.0
2050,Creative Control,1000000,63014,-936986,-0.936986,False,3,"['Drama', 'Sci-Fi']",5.4
1849,Creature,3000000,331000,-2669000,-0.8896666666666667,False,9,"['Action', 'Horror', 'Sci-Fi']",3.2
707,Creed,37000000,173567581,136567581,3.691015702702703,True,11,['Horror'],6.6
532,Creed II,50000000,213591522,163591522,3.27183044,True,11,"['Drama', 'Sport']",7.2
802,Criminal,31500000,38771262,7271262,0.23083371428571428,False,4,"['Action', 'Crime', 'Drama']",6.3
1608,Criminal Activities,7000000,386744,-6613256,-0.9447508571428571,False,11,"['Crime', 'Drama', 'Thriller']",5.8
514,Crimson Peak,55000000,74966854,19966854,0.3630337090909091,False,10,"['Drama', 'Fantasy', 'Horror']",6.5
1360,Crossroads,12000000,57000000,45000000,3.75,True,10,"['Action', 'Crime', 'Drama']",7.8
2013,Crowsnest,1200000,0,-1200000,-1.0,False,1,"['Horror', 'Mystery', 'Thriller']",3.9
760,Cursed,35000000,25114901,-9885099,-0.2824314,False,4,['Comedy'],8.3
1598,Cyrus,7000000,10062896,3062896,0.4375565714285714,False,6,"['Crime', 'Horror', 'Mystery']",4.7
2007,Da Sweet Blood of Jesus,1250000,0,-1250000,-1.0,False,6,"['Comedy', 'Romance', 'Thriller']",4.1
1684,Dallas Buyers Club,5000000,60611845,55611845,11.122369,True,11,"['Biography', 'Drama']",8.0
1843,Damsels in Distress,3000000,1324299,-1675701,-0.558567,False,4,"['Comedy', 'Drama', 'Romance']",5.7
1518,Dangal,9500000,294654618,285154618,30.01627557894737,True,12,['Action'],4.1
1008,Dangerous Liaisons,24200000,10447579,-13752421,-0.5682818595041322,False,11,"['Drama', 'Mystery', 'Romance']",5.9
1472,Danny Collins,10000000,8465845,-1534155,-0.1534155,False,3,"['Biography', 'Comedy', 'Drama']",7.0
149,Dark Shadows,150000000,238202668,88202668,0.5880177866666667,False,5,"['Comedy', 'Fantasy', 'Horror']",6.2
1798,Dark Skies,3500000,27704111,24204111,6.9154602857142855,True,2,"['Horror', 'Sci-Fi', 'Thriller']",6.3
819,Darkest Hour,30000000,150807172,120807172,4.026905733333333,True,11,"['Biography', 'Drama', 'History']",7.4
1383,Darling Companion,12000000,1200346,-10799654,-0.8999711666666667,False,4,"['Comedy', 'Drama', 'Romance']",5.1
505,Date Night,55000000,152269033,97269033,1.7685278727272726,False,4,"['Comedy', 'Crime', 'Romance']",6.3
1809,Dawn Patrol,3500000,0,-3500000,-1.0,False,6,"['Drama', 'Thriller']",4.8
2196,Dawn of the Crescent Moon,75000,8799,-66201,-0.88268,False,4,"['Drama', 'Sci-Fi', 'Thriller']",5.1
100,Dawn of the Planet of the Apes,170000000,710644566,540644566,3.1802621529411765,True,7,"['Action', 'Adventure', 'Drama']",7.6
367,Daylight,80000000,158908290,78908290,0.986353625,False,7,"['Crime', 'Horror', 'Thriller']",5.1
866,Dead Man Down,30000000,19599974,-10400026,-0.34666753333333333,False,3,"['Action', 'Crime', 'Drama']",6.5
1637,Deadfall,6000000,1673635,-4326365,-0.7210608333333334,False,12,"['Crime', 'Drama', 'Thriller']",6.3
1967,Deadline,1800000,0,-1800000,-1.0,False,2,"['Comedy', 'Romance']",8.5
487,Deadpool,58000000,801025593,743025593,12.810786086206896,True,2,"['Action', 'Adventure', 'Comedy']",8.0
252,Deadpool 2,110000000,786680557,676680557,6.151641427272727,True,5,"['Action', 'Adventure', 'Comedy']",7.8
939,Dear John,25000000,142033509,117033509,4.68134036,True,2,"['Drama', 'Romance', 'War']",6.3
2005,Dear White People,1250000,5403771,4153771,3.3230168,True,10,"['Comedy', 'Drama', 'Romance']",6.1
844,Death Wish,30000000,48575965,18575965,0.6191988333333334,False,3,"['Action', 'Crime', 'Drama']",6.4
1057,Death at a Funeral,21000000,48977233,27977233,1.3322491904761904,False,4,['Comedy'],5.7
2108,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,152449,-347551,-0.695102,False,10,['Documentary'],7.1
128,Deepwater Horizon,156000000,122603824,-33396176,-0.2140780512820513,False,9,"['Action', 'Drama', 'History']",7.1
850,Deliver Us from Evil,30000000,87956618,57956618,1.9318872666666667,False,7,"['Horror', 'Mystery', 'Thriller']",6.2
1040,Delivery Man,22000000,70536870,48536870,2.2062213636363635,True,11,"['Comedy', 'Drama']",6.4
1856,Demonic,3000000,4668109,1668109,0.5560363333333334,False,3,['Documentary'],5.7
827,Den of Thieves,30000000,80131391,50131391,1.6710463666666666,False,1,"['Action', 'Crime', 'Drama']",7.0
1475,Denial,10000000,9263940,-736060,-0.073606,False,9,['Documentary'],7.4
2019,Departure,1100000,27561,-1072439,-0.9749445454545455,False,5,"['Drama', 'Romance']",6.7
1039,Derailed,22000000,57520063,35520063,1.614548318181818,False,11,"['Action', 'Crime']",6.3
1777,Desert Dancer,4000000,596335,-3403665,-0.85091625,False,3,"['Biography', 'Drama', 'Music']",6.2
415,Despicable Me,69000000,543464573,474464573,6.87629815942029,True,7,"['Animation', 'Comedy', 'Family']",7.7
376,Despicable Me 2,76000000,975216835,899216835,11.831800460526315,True,7,"['Adventure', 'Animation', 'Comedy']",7.4
380,Despicable Me 3,75000000,1034727750,959727750,12.79637,True,6,"['Adventure', 'Animation', 'Comedy']",6.3
1537,Destroyer,9000000,3681096,-5318904,-0.5909893333333334,False,12,"['Action', 'Crime', 'Drama']",6.2
1512,Detention,10000000,0,-10000000,-1.0,False,1,"['Horror', 'Thriller']",3.0
2114,Detention of the Dead,500000,1778,-498222,-0.996444,False,4,"['Action', 'Adventure', 'Comedy']",4.6
1424,Devil,10000000,63354114,53354114,5.3354114,True,9,"['Horror', 'Mystery', 'Thriller']",6.2
1595,Devil's Due,7000000,36146087,29146087,4.163726714285715,True,1,"['Horror', 'Mystery', 'Thriller']",4.1
1019,Dhoom 3,24000000,11723620,-12276380,-0.5115158333333333,False,12,"['Action', 'Thriller']",5.4
2124,Diamond Ruff,500000,0,-500000,-1.0,False,1,['Action'],4.3
1870,Diane,2660000,0,-2660000,-1.0,False,4,"['Crime', 'Drama', 'Horror']",4.6
1240,Diary of a Wimpy Kid,15000000,76954311,61954311,4.1302874,True,3,"['Comedy', 'Drama', 'Family']",6.2
1038,Diary of a Wimpy Kid: Dog Days,22000000,77229695,55229695,2.510440681818182,True,8,"['Comedy', 'Family']",6.3
1173,Diary of a Wimpy Kid: Rodrick Rules,18000000,73695194,55695194,3.0941774444444445,True,3,"['Comedy', 'Family']",6.6
1042,Diary of a Wimpy Kid: The Long Haul,22000000,35609577,13609577,0.6186171363636364,False,5,"['Comedy', 'Family']",4.4
416,Dinner for Schmucks,69000000,86796502,17796502,0.2579203188405797,False,7,['Comedy'],5.9
1394,Dirty Grandpa,11500000,105078449,93578449,8.137256434782609,True,1,['Comedy'],5.9
338,Divergent,85000000,276014965,191014965,2.247234882352941,True,3,"['Action', 'Adventure', 'Mystery']",6.7
274,Django Unchained,100000000,449948323,349948323,3.49948323,True,12,"['Drama', 'Western']",8.4
1890,Do You Believe?,2300000,14304931,12004931,5.2195352173913045,True,3,"['Fantasy', 'Horror']",3.8
2063,Doc Holliday's Revenge,1000000,0,-1000000,-1.0,False,6,['Western'],3.8
105,Doctor Strange,165000000,676404566,511404566,3.099421612121212,True,11,"['Action', 'Adventure', 'Fantasy']",7.5
710,Dolphin Tale,37000000,96068724,59068724,1.596452,False,9,"['Drama', 'Family']",6.9
716,Dolphin Tale 2,36000000,57824533,21824533,0.6062370277777778,False,9,"['Drama', 'Family']",6.4
1604,Dom Hemingway,7000000,1857458,-5142542,-0.7346488571428571,False,4,"['Comedy', 'Crime', 'Drama']",6.2
1652,Don Jon,5500000,41268579,35768579,6.503378,True,9,"['Comedy', 'Drama', 'Romance']",6.6
962,Don't Be Afraid of the Dark,25000000,39126427,14126427,0.56505708,False,11,"['Fantasy', 'Horror', 'Thriller']",5.6
1594,Dope,7000000,18190831,11190831,1.598690142857143,False,6,"['Comedy', 'Crime', 'Drama']",7.2
2206,Down and Dangerous,50000,0,-50000,-1.0,False,2,"['Crime', 'Thriller']",5.2
423,Downsizing,68000000,54462971,-13537029,-0.19907395588235294,False,12,"['Drama', 'Sci-Fi']",5.7
404,Dracula Untold,70000000,220241723,150241723,2.1463103285714284,True,10,"['Action', 'Drama', 'Fantasy']",6.3
960,Draft Day,25000000,29847480,4847480,0.1938992,False,4,"['Drama', 'Sport']",6.8
1544,Dragon Ball Super: Broly,8500000,122747755,114247755,13.440912352941176,True,1,"['Action', 'Adventure', 'Animation']",8.0
481,Dragonfly,60000000,30063805,-29936195,-0.49893658333333335,False,4,"['Action', 'Adventure', 'Sci-Fi']",9.0
1188,Dragonslayer,18000000,6000000,-12000000,-0.6666666666666666,False,11,['Documentary'],5.8
564,Dream House,50000000,41642166,-8357834,-0.16715668,False,9,"['Drama', 'Mystery', 'Thriller']",6.0
421,Dreamcatcher,68000000,75685268,7685268,0.11301864705882353,False,3,"['Crime', 'Documentary', 'Drama']",7.1
604,Dredd,45000000,41467606,-3532394,-0.07849764444444444,False,9,"['Action', 'Crime', 'Sci-Fi']",7.1
2105,Drinking Buddies,500000,407100,-92900,-0.1858,False,8,"['Comedy', 'Drama', 'Romance']",6.1
1256,Drive,15000000,81357930,66357930,4.423862,True,9,['Documentary'],6.3
568,Drive Angry,50000000,41042583,-8957417,-0.17914834,False,2,"['Action', 'Fantasy', 'Thriller']",5.4
1391,Drive Hard,12000000,0,-12000000,-1.0,False,10,"['Action', 'Comedy', 'Crime']",4.4
1580,Driving Miss Daisy,7500000,106593296,99093296,13.212439466666666,True,6,"['Comedy', 'Drama']",8.2
2116,Drones,500000,0,-500000,-1.0,False,1,['Comedy'],6.4
2097,Drunk Wedding,600000,3301,-596699,-0.9944983333333334,False,5,['Comedy'],4.6
2223,Dry Spell,22000,0,-22000,-1.0,False,2,"['Comedy', 'Romance']",3.3
432,Due Date,65000000,211739043,146739043,2.2575237384615385,True,11,"['Adventure', 'Comedy']",6.5
1664,Dum Maaro Dum,5200000,11633427,6433427,1.2371975,False,4,"['Action', 'Crime', 'Drama']",6.2
641,Dumb and Dumber To,40000000,156553592,116553592,2.9138398,True,11,"['Adventure', 'Comedy']",5.6
142,Dunkirk,150000000,499837368,349837368,2.33224912,True,7,"['Action', 'Drama', 'History']",7.9
1148,Dwegons and Leprechauns,20000000,0,-20000000,-1.0,False,1,['Animation'],4.2
1731,Dying of the Light,5000000,74639,-4925361,-0.9850722,False,12,"['Drama', 'Thriller']",4.4
1139,Dylan Dog: Dead of Night,20000000,6093725,-13906275,-0.69531375,False,11,"['Action', 'Comedy', 'Crime']",5.1
1969,Dysfunctional Friends,1800000,0,-1800000,-1.0,False,2,"['Comedy', 'Drama']",5.2
569,Early Man,50000000,45285890,-4714110,-0.0942822,False,2,"['Adventure', 'Animation', 'Comedy']",6.1
1323,Earth to Echo,13000000,42174545,29174545,2.2441957692307692,True,7,"['Adventure', 'Family', 'Sci-Fi']",5.8
1549,Easy A,8000000,76200721,68200721,8.525090125,True,9,"['Comedy', 'Drama', 'Romance']",7.1
458,Eat Pray Love,60000000,206598789,146598789,2.44331315,True,8,"['Drama', 'Romance']",5.8
2190,Echo Dr.,100000,0,-100000,-1.0,False,11,"['Action', 'Drama', 'Sci-Fi']",3.6
1027,Eddie the Eagle,23000000,45060480,22060480,0.9591513043478261,False,2,"['Biography', 'Comedy', 'Drama']",7.4
1999,Eddie: The Sleepwalking Cannibal,1400000,1632,-1398368,-0.9988342857142857,False,4,"['Comedy', 'Horror']",5.6
1895,Eden,2300000,0,-2300000,-1.0,False,10,"['Crime', 'Drama']",8.0
475,Edge of Darkness,60000000,82812456,22812456,0.3802076,False,1,"['Crime', 'Drama', 'Mystery']",6.6
84,Edge of Tomorrow,178000000,370541256,192541256,1.0816924494382023,False,6,"['Action', 'Sci-Fi']",7.9
1906,Eighth Grade,2000000,14341016,12341016,6.170508,True,7,"['Comedy', 'Drama']",7.5
1570,El Chicano,8000000,700261,-7299739,-0.912467375,False,5,['Drama'],5.7
442,Elektra,65000000,56824633,-8175367,-0.12577487692307693,False,9,"['Drama', 'Thriller']",6.1
1502,Elsa & Fred,10000000,197901,-9802099,-0.9802099,False,3,"['Comedy', 'Drama', 'Romance']",6.5
236,Elysium,120000000,286192091,166192091,1.3849340916666666,False,8,['Drama'],6.0
2220,Emily,27000,3547,-23453,-0.8686296296296296,False,6,['Drama'],6.8
1647,Emma,5900000,37831658,31931658,5.412145423728814,True,11,['Drama'],5.0
1252,End of Watch,15000000,57586606,42586606,2.8391070666666667,True,9,"['Action', 'Crime', 'Drama']",7.6
263,Ender's Game,110000000,127983283,17983283,0.16348439090909092,False,11,"['Action', 'Adventure', 'Fantasy']",6.6
1105,Endless Love,20000000,34718173,14718173,0.73590865,False,2,"['Drama', 'Romance']",6.3
1556,Enough Said,8000000,25621449,17621449,2.202681125,True,9,"['Comedy', 'Drama', 'Romance']",7.0
2118,Enter Nowhere,500000,0,-500000,-1.0,False,10,"['Mystery', 'Sci-Fi', 'Thriller']",6.6
1861,Enter the Dangerous Mind,3000000,0,-3000000,-1.0,False,3,['Thriller'],5.2
845,Entourage,30000000,46438538,16438538,0.5479512666666667,False,6,['Comedy'],6.6
278,Epic,100000000,262794441,162794441,1.62794441,False,5,"['Adventure', 'Animation', 'Family']",6.7
411,Escape Plan,70000000,103735965,33735965,0.48194235714285716,False,10,"['Action', 'Crime', 'Mystery']",6.7
2092,Escape from Tomorrow,650000,171962,-478038,-0.735443076923077,False,10,"['Drama', 'Fantasy', 'Horror']",5.2
1219,Escobar: Paradise Lost,17000000,3917679,-13082321,-0.769548294117647,False,10,"['Crime', 'Drama', 'History']",6.5
439,Everest,65000000,221297061,156297061,2.404570169230769,True,9,"['Action', 'Adventure', 'Biography']",7.1
1125,Everybody's Fine,20000000,9208876,-10791124,-0.5395562,False,1,['Drama'],5.9
1714,Everything Must Go,5000000,2821010,-2178990,-0.435798,False,5,"['Comedy', 'Drama']",6.4
1423,"Everything, Everything",10000000,61603136,51603136,5.1603136,True,5,"['Drama', 'Romance']",6.4
1211,Evil Dead,17000000,97778356,80778356,4.751668,True,4,"['Fantasy', 'Horror', 'Thriller']",6.5
365,Evolution,80000000,98341932,18341932,0.22927415,False,9,"['Drama', 'Mystery', 'Sci-Fi']",6.0
1324,Ex Machina,13000000,38358392,25358392,1.9506455384615384,False,4,"['Drama', 'Mystery', 'Sci-Fi']",7.7
2221,Exeter,25000,489792,464792,18.59168,True,3,['Horror'],5.7
165,Exodus: Gods and Kings,140000000,268314513,128314513,0.9165322357142857,False,12,"['Action', 'Adventure', 'Drama']",6.0
809,Extraordinary Measures,31000000,15826984,-15173016,-0.48945212903225804,False,1,['Drama'],6.5
1325,Eye in the Sky,13000000,35402802,22402802,1.7232924615384615,False,3,"['Drama', 'Thriller', 'War']",7.3
1704,Fahrenheit 11/9,5000000,6653715,1653715,0.330743,False,9,['Documentary'],6.7
567,Fair Game,50000000,26097497,-23902503,-0.47805006,False,5,['Documentary'],8.2
2101,Faith Connections,550000,9111,-540889,-0.9834345454545455,False,11,"['Biography', 'Documentary', 'Drama']",7.1
1750,Falcon Rising,4500000,11774,-4488226,-0.9973835555555556,False,9,"['Action', 'Adventure']",5.8
76,Fantastic Beasts and Where to Find Them,180000000,802402853,622402853,3.457793627777778,True,11,"['Adventure', 'Family', 'Fantasy']",7.3
53,Fantastic Beasts: The Crimes of Grindelwald,200000000,652220086,452220086,2.26110043,True,11,"['Adventure', 'Family', 'Fantasy']",6.6
241,Fantastic Four,120000000,167849187,47849187,0.398743225,False,8,"['Action', 'Adventure', 'Drama']",4.3
218,Fast Five,125000000,630163454,505163454,4.041307632,True,4,"['Action', 'Crime', 'Thriller']",7.3
1017,Faster,24000000,35792945,11792945,0.49137270833333335,False,11,"['Action', 'Crime', 'Drama']",6.5
1872,"Fat, Sick & Nearly Dead",2600000,0,-2600000,-1.0,False,4,['Documentary'],7.6
967,Father Figures,25000000,21038441,-3961559,-0.15846236,False,12,['Documentary'],6.8
346,Father's Day,85000000,35681080,-49318920,-0.5802225882352942,False,6,['Drama'],6.1
2064,Fear Clinic,1000000,0,-1000000,-1.0,False,10,['Horror'],5.0
1819,Feast,3200000,690872,-2509128,-0.7841025,False,11,['Horror'],7.8
1011,Fences,24000000,64282881,40282881,1.678453375,False,12,['Drama'],7.2
250,Ferdinand,111000000,289847930,178847930,1.6112426126126127,False,12,"['Adventure', 'Animation', 'Comedy']",6.7
499,Fifty Shades Darker,55000000,381398492,326398492,5.934518036363636,True,2,"['Drama', 'Romance']",4.6
504,Fifty Shades Freed,55000000,371350619,316350619,5.751829436363637,True,2,"['Drama', 'Romance', 'Thriller']",4.5
1701,Fifty Shades of Black,5000000,22113075,17113075,3.422615,True,1,['Comedy'],3.5
631,Fifty Shades of Grey,40000000,570998101,530998101,13.274952525,True,2,"['Drama', 'Romance', 'Thriller']",4.1
1149,Fight Valley,20000000,0,-20000000,-1.0,False,7,"['Action', 'Drama']",2.7
2126,Fight to the Finish,500000,0,-500000,-1.0,False,2,"['Action', 'Romance', 'Sport']",3.6
2006,Filly Brown,1250000,2940411,1690411,1.3523288,False,4,"['Drama', 'Music']",5.7
658,Final Destination 5,40000000,155011165,115011165,2.875279125,True,8,['Horror'],5.9
40,Finding Dory,200000000,1021215193,821215193,4.106075965,True,6,"['Adventure', 'Animation', 'Comedy']",7.3
474,First Man,60000000,105203825,45203825,0.7533970833333333,False,10,['Documentary'],6.6
1801,First Reformed,3500000,3874772,374772,0.10707771428571429,False,5,"['Drama', 'Mystery', 'Thriller']",7.1
958,Fist Fight,25000000,40286416,15286416,0.61145664,False,2,['Comedy'],5.6
917,Flatliners,26000000,61308153,35308153,1.3580058846153846,False,9,"['Drama', 'Horror', 'Mystery']",5.2
804,Flight,31000000,160558438,129558438,4.179304451612904,True,11,"['Drama', 'Thriller']",7.3
1306,Flipped,14000000,4289993,-9710007,-0.6935719285714286,False,12,"['Drama', 'Thriller']",6.0
890,Florence Foster Jenkins,29000000,56000339,27000339,0.9310461724137931,False,8,"['Biography', 'Comedy', 'Drama']",6.8
437,Focus,65000000,168065700,103065700,1.5856261538461538,False,2,['Comedy'],6.8
608,Foodfight!,45000000,73706,-44926294,-0.9983620888888889,False,5,"['Action', 'Animation', 'Comedy']",1.9
1013,Footloose,24000000,62989834,38989834,1.6245764166666667,False,10,"['Comedy', 'Drama', 'Music']",5.9
1059,For Colored Girls,21000000,38017873,17017873,0.8103749047619048,False,11,['Drama'],6.1
1378,For Greater Glory: The True Story of Cristiada,12000000,10026255,-1973745,-0.16447875,False,6,"['Drama', 'History', 'War']",6.6
2214,Foreign Letters,40000,0,-40000,-1.0,False,4,"['Comedy', 'Drama']",6.9
1799,Forever My Girl,3500000,16376066,12876066,3.678876,True,1,"['Drama', 'Music', 'Romance']",6.7
1202,Forsaken,18000000,0,-18000000,-1.0,False,2,['Drama'],4.6
1852,Fort McCoy,3000000,78948,-2921052,-0.973684,False,1,"['Drama', 'History', 'War']",5.9
1377,Fortress,12000000,46730578,34730578,2.8942148333333333,True,4,"['Documentary', 'Drama', 'News']",7.0
1789,Four Lions,3750000,2436111,-1313889,-0.3503704,False,11,"['Comedy', 'Crime', 'Drama']",7.3
1834,Frances Ha,3000000,11262769,8262769,2.754256333333333,True,5,"['Comedy', 'Drama', 'Romance']",7.4
600,Frankenstein,45000000,112006296,67006296,1.4890288,False,8,"['Drama', 'Horror']",1.9
690,Frankenweenie,39000000,81150788,42150788,1.080789435897436,False,10,"['Animation', 'Comedy', 'Family']",7.0
1867,Freakonomics,2900000,172867,-2727133,-0.9403906896551724,False,10,['Documentary'],6.4
789,Freaks of Nature,33000000,70958,-32929042,-0.9978497575757576,False,10,"['Comedy', 'Horror', 'Sci-Fi']",5.9
1645,Freaky Deaky,6000000,0,-6000000,-1.0,False,4,"['Comedy', 'Crime', 'Thriller']",6.1
507,Free Birds,55000000,110387072,55387072,1.0070376727272727,False,11,"['Adventure', 'Animation', 'Comedy']",5.9
1486,Free Fire,10000000,3793739,-6206261,-0.6206261,False,4,"['Action', 'Comedy', 'Crime']",6.4
565,Free State of Jones,50000000,23237252,-26762748,-0.53525496,False,6,"['Action', 'Biography', 'Drama']",6.9
1603,Freeheld,7000000,1732228,-5267772,-0.7525388571428572,False,10,"['Biography', 'Drama', 'Romance']",6.5
1800,Frenzy,3500000,12600000,9100000,2.6,True,8,['Thriller'],8.1
808,Frequency,31000000,68079671,37079671,1.1961184193548386,False,4,"['Sci-Fi', 'Thriller']",5.9
1516,Friend Request,9900000,11310835,1410835,0.14250858585858586,False,12,['Horror'],4.9
731,Friends with Benefits,35000000,146595891,111595891,3.1884540285714285,True,7,"['Comedy', 'Romance']",6.6
862,Fright Night,30000000,40520649,10520649,0.3506883,False,8,"['Comedy', 'Horror']",6.4
1891,Frontera,2300000,59696,-2240304,-0.9740452173913043,False,9,['Drama'],6.3
136,Frozen,150000000,1272469910,1122469910,7.483132733333333,True,11,"['Fantasy', 'Romance']",5.4
2075,Fruitvale Station,900000,17549645,16649645,18.499605555555554,True,7,"['Biography', 'Drama', 'Romance']",7.5
1302,Fun Size,14000000,11166615,-2833385,-0.20238464285714286,False,10,"['Adventure', 'Comedy']",5.4
59,Furious 7,190000000,1518722794,1328722794,6.9932778631578945,True,4,"['Action', 'Crime', 'Thriller']",7.2
761,Furry Vengeance,35000000,39340177,4340177,0.12400505714285714,False,4,"['Comedy', 'Family']",3.8
360,Fury,80000000,210315681,130315681,1.6289460125,False,10,"['Action', 'Drama', 'War']",7.6
164,G.I. Joe: Retaliation,140000000,375740705,235740705,1.6838621785714285,False,3,"['Action', 'Adventure', 'Sci-Fi']",5.8
711,Game Night,37000000,117378084,80378084,2.1723806486486485,True,2,"['Action', 'Comedy', 'Crime']",7.0
472,Gangster Squad,60000000,104100903,44100903,0.73501505,False,1,"['Action', 'Crime', 'Drama']",6.7
1218,Genius,17000000,7265283,-9734717,-0.5726304117647059,False,6,['Drama'],5.4
286,Geostorm,100000000,220796009,120796009,1.20796009,False,10,"['Action', 'Sci-Fi', 'Thriller']",5.3
638,Get Hard,40000000,106511453,66511453,1.662786325,False,3,"['Comedy', 'Crime']",6.0
652,Get Him to the Greek,40000000,91455875,51455875,1.286396875,False,6,"['Adventure', 'Comedy', 'Music']",6.4
1665,Get Out,5000000,255367951,250367951,50.0735902,True,2,"['Horror', 'Mystery', 'Thriller']",7.7
851,Get on Up,30000000,33339868,3339868,0.11132893333333334,False,8,"['Biography', 'Drama', 'Music']",6.9
1187,Getaway,18000000,11813989,-6186011,-0.3436672777777778,False,8,"['Action', 'Crime', 'Thriller']",4.4
1035,Ghost,22000000,517600000,495600000,22.527272727272727,True,4,['Horror'],2.3
496,Ghost Rider: Spirit of Vengeance,57000000,149217355,92217355,1.6178483333333333,False,12,"['Action', 'Fantasy', 'Thriller']",4.3
264,Ghost in the Shell,110000000,167910690,57910690,0.5264608181818182,False,3,"['Action', 'Drama', 'Sci-Fi']",6.4
160,Ghostbusters,144000000,229008658,85008658,0.5903379027777778,False,7,"['Action', 'Comedy', 'Fantasy']",5.2
1590,Gifted,7000000,36964656,29964656,4.280665142857143,True,4,['Documentary'],7.0
2120,Girls Gone Dead,500000,0,-500000,-1.0,False,3,"['Comedy', 'Horror']",3.5
894,Girls Trip,28000000,140886353,112886353,4.0316554642857145,True,7,"['Comedy', 'Drama']",6.2
2164,Give Me Shelter,250000,0,-250000,-1.0,False,6,['Documentary'],7.6
876,Gloria,30000000,4967493,-25032507,-0.8344169,False,1,"['Biography', 'Drama', 'Music']",6.5
167,Gods of Egypt,140000000,138836756,-1163244,-0.008308885714285714,False,2,"['Action', 'Adventure', 'Fantasy']",5.4
123,Godzilla,160000000,529076069,369076069,2.30672543125,True,5,"['Action', 'Adventure', 'Sci-Fi']",6.4
1015,Going in Style,24000000,78672579,54672579,2.278024125,True,4,"['Comedy', 'Crime']",6.6
800,Going the Distance,32000000,43603990,11603990,0.3626246875,False,9,['nan'],3.9
452,Gone Girl,61000000,368567189,307567189,5.042085065573771,True,10,"['Drama', 'Mystery', 'Thriller']",8.1
1511,Good Intentions,10000000,0,-10000000,-1.0,False,3,['Comedy'],5.2
490,Goosebumps,58000000,158905324,100905324,1.7397469655172413,False,10,"['Adventure', 'Comedy', 'Family']",6.3
736,Goosebumps 2: Haunted Halloween,35000000,93291478,58291478,1.6654708,False,10,"['Adventure', 'Comedy', 'Family']",5.6
1473,Gotti,10000000,6089100,-3910900,-0.39109,False,6,"['Biography', 'Crime', 'Drama']",4.8
1662,Grabbers,5300000,440821,-4859179,-0.9168262264150944,False,7,"['Comedy', 'Horror', 'Sci-Fi']",6.3
1726,Grace,5000000,8297,-4991703,-0.9983406,False,10,"['Crime', 'Drama', 'Horror']",6.5
1973,Grace Unplugged,1700000,2507159,807159,0.47479941176470586,False,10,"['Drama', 'Music']",6.2
882,Grace of Monaco,30000000,25199891,-4800109,-0.16000363333333334,False,6,"['Biography', 'Drama', 'Romance']",5.7
2146,Graduation Day,250000,23894000,23644000,94.576,True,1,['Thriller'],5.0
1938,Grave Encounters,2000000,2151887,151887,0.0759435,False,9,['Horror'],6.1
253,Gravity,110000000,693698673,583698673,5.306351572727273,True,10,"['Drama', 'Sci-Fi', 'Thriller']",7.7
1536,Greater,9000000,2000093,-6999907,-0.7777674444444445,False,8,"['Biography', 'Family', 'Sport']",7.2
1020,Green Book,23000000,322034439,299034439,13.001497347826087,True,11,"['Biography', 'Comedy', 'Drama']",8.3
54,Green Lantern,200000000,219535492,19535492,0.09767746,False,6,"['Action', 'Adventure', 'Sci-Fi']",5.5
1709,Green Room,5000000,3807503,-1192497,-0.2384994,False,4,"['Horror', 'Music', 'Thriller']",7.0
285,Green Zone,100000000,97523020,-2476980,-0.0247698,False,3,"['Action', 'Drama', 'Thriller']",6.8
1868,Griff the Invisible,2900000,25935,-2874065,-0.9910568965517241,False,8,"['Comedy', 'Drama', 'Romance']",6.1
